id,tweet,class,Mina,,Sherif,,Mostafa
1565, يمكن الرجوله صعبه عليك بس مو ضروري تصير نثيـه ! ',neg,,,,,
1570, من اجمل ايام حياتي بجد #كتب_كتابي علي حبيبي ',pos,,,,,
1571, أخاطب الشيب وافاني على صغر.. عجلت أم عادني همي على عجل؟! هذا البياض الذي في مفرقي لغة.. قرأت فيها فصول اليأس والأمل..#أحدث_الليل ',neg,,,,,
1574," """"""@sheetos46 مش حوار ، هسقطه :D"""""""" '",neg,,,,,
1575," ""أنت اعلم يا الله =) http://t.co/1HZxXYr1El\"""" '",pos,,,,,
1579, واللي يطنش ....يطنش بكرة يتطنش ',neg,,,,,
1582, @eslambalkemy انا عرفت في ديمسبر 2013ياسوكا وهنهي معاك في ديسمبر 2014 ',neg,,,,,
1584, @ahmedgalal_9 كل سنه وانت طيب ياصاحبي وعقبال ١٠٠ سنه ويارب سنه سعيده عليك وتحقق فيها كل احلامك ❤✋ http://t.co/M7h9qqINdk ',pos,,,,,
1585," ""وانا ليه اصحي الساعه ٨ الصبح عشان انزل درس -.- ليه هه ؟ D\"""": '",neg,,,,,
1587, ههههههههههههه #سعيد_الهوا http://t.co/k1N4KdpBEd ',pos,,,,,
1590, الحمد لله على العلامات السريعة القاطعة الشافية! ',pos,,,,,
1591, @teamah77 و ايه المشكله و احنا بلد فشل فيها زويل ونجحت فيها صافيناز ',neg,,,,,
1592, قلبك ملكك متشغلوش باى حد ♥ ',pos,,,,,
1595, الاختيار: قصة سيدى الحارث تربيزة خبط بالعقل أغنيةكام واحد لزاب يخت عالقهوة افضل ضيف: زاب ثروت ♥ اشهر زبون لكلوك #3alahwa ',pos,,,,,
1598," """"""\""""@Tahleel_120: لا إله إلا الله العظيم الحليم، لا إله إلا الله رب العرش العظيم، لا إله إلا الله رب السماوات، ورب الأرض، ورب العرش الكريم،،\"""""""""""" '",neu,,,,,
1599, @arwaalhaj90 معاكي حق .. بس كمدافع بيقطع كرات .. كويس ',pos,,,,,
1600, هو مش بيحبك.. هو حافظ كام كلمه و ماشي يقولها لأي بنت يقابلها... ',neg,,,,,
1605, @mennty_ الحقيقة مبتزعلش :D ',pos,,,,,
1606, #الاختيار :  عمر سمره  يحكي ان  ..افضل قصه الزئبق الاحمر  افضل اغنيه ناس تشبهلنا  اشهر زبون لكلوك القهوه افضل حمله خروفي #3alahwa ',pos,,,,,
1608, @DawlatHussien1 قلب كبير ',pos,,,,,
1609, #3alahwaاحمد جمال بودي جارد القهوه الزئبق الاحمر ناس تشبهلنا  التبرع بالدم ',neu,,,,,
1612, ساكت من برا .. بس راديو من جوا ',neg,,,,,
1613, @mskhafagi الانتخابات اولا..........الدستوراولا.........النتيجة واحدة ',neg,,,,,
1617," ""بقيت بحس ان الايموشن دا \"""" :D\""""قليل الادب او بيدي ايحائات بكدا ! '",neg,,,,,
1618, @AboelZeeeek علي مبارك ابن ميتين الكلب ',neg,,,,,
1619," ""مكنتش اعرف اني بعرف احب بالكميات دي ف نفس الوقت والله .. الواحد بيكتشف قدرات مُريبة جواه. :\""""D '",pos,,,,,
1621, محمد الوحيد اللي معندوش امتحان ونايم بدري. ',neu,,,,,
1622, الغباء بيجيب ورا بس ',neg,,,,,
1623, تقريباً كده هنام .. سلام ',neu,,,,,
1624, @marvet3bdelalim @INT_CairoFornia انا ف حقوق اهو يا ميرفت -_- ',neu,,,,,
1626, @face0book مني السلام على من لست اهواه ولا يمل لساني عن ذكراه فان غاب عيني فالقلب مصدره http://t.co/7Imbqa3Mtr ',pos,,,,,
1627, @AhmedDoda6 عيلة وسخة بس بننجح #قصف_جبهة :D ',neg,,,,,
1629, @Mais_Momani @aliQatawneh20 ههههههههههههههههههههه عحبتني سطر النمل ',pos,,,,,
1630, انا لما مش بلاقي حد اشتغلة .. بقعد اشتغل في نفسي و اضحك :D :D ',pos,,,,,
1632, الليالي غرتك.. ',neg,,,,,
1634, ممكن اكون الوحيد المستفاد من 2014 عشان لسبب بسيط جربت فيها كل الحرمات و ريحت دماغي من كل حاجه كان عندي فضول لها ',pos,,,,,
1635, @haeinjoan @katy1kaoutar خلص رح اسامحها .. لأنو حكت الحكي اللي كان نفسي احكيه وما كنت حابة افضح ابتسام بس الحمد لله الله كبير ',pos,,,,,
1636, عادة الناس اللي بيتكلموا عن الفضيلة مش بيملكوها ',neg,,,,,
1637, @3zzara5a بصفتك بنت وفاهمه البنات استفدت منك في معلومه كنت بتجاهلها نفسى يبقى ليا اخت زيك وتفهمني ولما احب واحده تقولي يا حمار اعملها كذا ',pos,,,,,
1639, طب بتقشرو البرتقان ازااااي ! ماسك برتقانه بقالي ساعه مش عارف اقشرها لما شرحتها :D ',neg,,,,,
1641, وانا مهما اقع راح اقوم ٠٠ ودى مسألة مبدأ ',pos,,,,,
1644, لو فضلت مع الناس و العادات و التقاليد و الهبل ده حياتك هتنتهي قبل ما تبتدي ! ',neg,,,,,
1645, عليك ان تتعلم جيداً كيف تقفز على رأسِك ',neu,,,,,
1646, @rema52148616   تم لك  وصباحك عسل ',pos,,,,,
1648, انا اقدم عاصمه للحزن ',neg,,,,,
1649, @abdelrahman799 يارب ',pos,,,,,
1650, @ayamohamed9926 هتتحاسبى على اى استخدام خارج فيس بوك و تويتر وواتس آب ب 25 قرش للميجابايت الواحده  Zahran ',neu,,,,,
1651, حتى الحشيش بيقلب المواجع و بقى يطلب بنكد ',neg,,,,,
1653, @SaddamHkhatib  ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه  خلص وانت بخير  وبنحكي  كمان ههههههههه ',pos,,,,,
1656, صوتها بيوهب قلبي حياة ♪♬ ',pos,,,,,
1657, @Marina_maher_ انا بمتحن ✋ ',neu,,,,,
1659, قرارت حاسمه ع 2015  شخص لا يعتمد عليه @AhMedhassaNJuv  مكنتش عايز تعزمه يا ظالم ',neg,,,,,
1660," """"""@DrHelbawy  طبعا ، دي كانت تبقى كارثة چينية"""""""" '",neg,,,,,
1661, http://t.co/sjxhpa1o3Kالرقابه الصحيه توفر نفقات الدواء والعلاج التى تعجز الحكومه عن تدبيرها لكل المصريين / مقالى بالجمهوريه السبت٢٧=١٢ ',neu,,,,,
1662, @khalednegm @014_safy نعم يا ريس لكن الكثير من الناس سوف يستغل هذا اللفظ خطأ لاننا صرفنا ارباح هذه الاموال للعملاء طوال هذه الفتره. ',neg,,,,,
1664, @Malekbatainehm  حبيت هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه ',pos,,,,,
1665," ""\""""@rody_sobhy: \""""@abdelradyabasy: النملة أصغر وللا البرغوت؟ _التمر حنة\"""" القملة\"""" السمسمة؟ '",neu,,,,,
1668, @kfourywael الله يوفقك وتوصل لاعلا مرحلة بالدني..بتستاهل كل الخير ..لانك وائل وبكفي انك وائل..لك بعشقكككك ',pos,,,,,
1669, @388leen الحقيقه بدت مثل الخيال هو عدوي واذكا حبيب  كل ماقفيت ناداني تعال لذه الحب في الشيء القليل ',pos,,,,,
1670, @AliEngmohammed8 للاسف ماعندي علم ',neg,,,,,
1672, @Tota_Mee @r5oka @SamaRagab ههههههههههه كل دول عيالى اصﻻﻻﻻﻻﻻ :D ',neu,,,,,
1673, فقت من نوم اغني شو اخبارك لنوال الزغبي مع ان مش وقتها بس حبيتها. ',pos,,,,,
1674, @AhmedMekhamer  لا بالعكس الباثولوجي انا كنت بحبها .. ',pos,,,,,
1677, @hobaasha غرد وقت الذروه ليتمكن اكبر عدد من المتابعين من مشاهدتها ماهو اربعه الفجر ماحد حولك ',neu,,,,,
1679, @sunuae178 برضو مش فاهم لول معلش مسطلة مع ديني ',neu,,,,,
1681, @Anon_Force تمام  انا محتاجة النسخة الكاملة من اكتاب ضروري ',neu,,,,,
1682, @AliEngmohammed8 فندق اتلانتس ',neu,,,,,
1683, سألوا العرص : هل تعلم نسبة البطالة في مصر ؟؟؟ قال : المصريين كلهم أبطال !!!..اعم مش فاضى انا بحارب الارهاب... المختمل تحيا ماسر ... ',neg,,,,,
1684, شاي و بسكويت للمره الرابعه علي التوازي ..^_^ ',neu,,,,,
1686, * ينهمر ف البكااااااااااء مره اخري * ',neg,,,,,
1687, وزير داخليةالانقلاب بيقول: نعيش عصرا ذهبيا لتكاتف القضاء مع الشرطة والجيش و الاعلام ! ..و الشعب مش هيتكاتف و الا هايتضرب على قفاة بس ياحول؟ ',neg,,,,,
1688," ""عيش على مبدأ \"""" اللهم نفسي \"""" '",neg,,,,,
1689, #مينفعش تنزل دمعه علي حد لانك لو ليك قيمه عندو مش هيوصلك انك تعيط ',neg,,,,,
1690, @Roro_224 والله انا كتبها عشان كدة . برافو عليكي :D ',pos,,,,,
1692, @AleyKhSoliman هاهاها يا عم ماشى دول 15 قرش ',neu,,,,,
1697, انا كنت متخلف وقذر لما كنت بسمع #للكوجر داا ايه الكلاام الى بيقولو دا وايه الطريقه الزفت دى مش عاارف كنت بسمعو ازااى ',neg,,,,,
1699, @missbala7a سبق و تم هذا الامر ',neu,,,,,
1700, كلية كلبة جدا !! ',neg,,,,,
1703, @Amina_Fouad3 امينة كنت عاوزة نمرتك دى ام ',neu,,,,,
1704, @Mansour_Mortada حرااااااام الظلم التحكيمي الفاجر ده ',neg,,,,,
1706, @TheMurexDor نتمنى تكون الفنانة رنا سماحة من ضمن المرشحين بليززززز http://t.co/4OOXaqtNvH ',pos,,,,,
1708, @batota305 مش عارف بصراحه انا مجربتش ',neu,,,,,
1710," ""ان حد ميت يوحشك و تفضل تفتكر مواقف ليه معاك تضحك لحد ما تدمع :\"""") '",neg,,,,,
1712, مبسوط ',pos,,,,,
1713, @ali_h352 كل سنة وانت طيب طيب نؤجل التهنئة ليوم 23 ابريل يوم مولدي .. ينفع ؟؟ ',pos,,,,,
1714, إنت عارف ليه بحبك ليه و حبك ليه بيحلالي علشان بتكون عاشق مجنون و حبك ليا مالي الكون و بتبقى بريء ساعات و جريء ولا قلبي عليك بيهون ',pos,,,,,
1715, سبتك تعيش بعدى الحياة ',pos,,,,,
1717, @MohamedHassanC7 وعليك قبلنا يانجم النجوم ياعندليب الحب والاحساس ',pos,,,,,
1721, @ali_h352 ياباشا انا تحت امرك بس انت قول جزر هاتلاقيني :))  خلينا بعد 7 يناير علشان الزحمة ',pos,,,,,
1722, @laith_official ليثووووووووووووو شرف تويتر #LaithAbuJoda ',pos,,,,,
1724, من غير ما تتكلمي مدى العيون سلمي ',pos,,,,,
1725, صوتك ده ايه الله عليه ملايكة بيغنوا ... ',pos,,,,,
1726, @Zeidey @Dsherif2015 حسبى الله ونعم الوكيل فيك سيسى ',neg,,,,,
1727, @sami2727 @samo_libya_samo لا هذا الشعب مش بشاير فبراير ',neu,,,,,
1729, @SOoMemE يا حاج فوزي مسا مسا و لا يهمك  خودي الاكونت كله اصلاً ',pos,,,,,
1730, الخير جاي http://t.co/gwwiqCDyll ',pos,,,,,
1733, @BanaShawakfeh انا بحكي طرمس -.- و كل جبل القصور بحكوا طرمس -.- ',neu,,,,,
1734, @DowGege واو زيكو وبيتى قمرااات ربنا يحفظهم  #زكي_شريف  #IbtissamTiskat  #ابتسام_تسكت  #ZakiChreifinNewYear ',pos,,,,,
1735, تفتح التلفزيون تطلع لك خميس الحديدى  #قصة_قصيرة_مرعبة ',neg,,,,,
1736, @ElMa_SrY @3abdo_Sala7 لما اشوفك ',neu,,,,,
1737, @anticuop مين الناس دي ',neu,,,,,
1739," """"""@adham922 @Altabtabie  اذا بتنحاز تماما لهم، نحاز فيهن ع فلسطين وحرر بلدك يا بطل مش تكونو اعداء لدولة احتضنتكن لعشرات سنين واكلتو من خيراتا"""""""" '",neg,,,,,
1740," """"""اللهم اكتب لي ماهو خير لي ، وارضني به."""""""" '",pos,,,,,
1741, @Hudagargoum يستر الله .. ماطلعتوش من بنغازي ',neu,,,,,
1743, خلي لنفسك حدود لا انت وﻻ غيرك يتعدوها !! ',neu,,,,,
1744, @Nboush هكونا متاتا ايام البرائه ',pos,,,,,
1745," """"""مفيش مُتابعه الشهر ده ولا الشهر اللى جاى ، و ياريت متتعولقش اكتر من كده"""""""" '",neg,,,,,
1747, @SaRaLaAnAyA ههههههة رنا سماحة اللي صوتها مش واو صفحتها معدية المليون و في الاحسن منها لليليا عدت الربع مليون بالعافية عمرها ما كانت بالايك ',neg,,,,,
1749, @n_vampay @ahmadbakr وايه الى ميخلكيش تدخلى صيدلة؟ ',neu,,,,,
1750, يا ملكه انا اشرف من الاردن ',neu,,,,,
1751, @a7md_aldhfeeri سعيد لا دفاع ولا هجوم بس اوت تكملة عدد للفريق ',neg,,,,,
1752," """"""من يحبّك حقاً لن يجرؤ على مرور الوقت بدونك ، سَ يحن ، سَ يشتاق ، سَ يتألم ، سَ يصّنع المستحيل ليحادثكَ !"""""""" '",pos,,,,,
1755, انا زهقت اوي و الله ... احيه ؟! .. كل ما اذاكر حاجه !!!!! انسي التانيه ... #هنلعب_ولا_ايه  #امتحانات ',neg,,,,,
1756, @MagedSaleh مش هتاخد تلت ساعة ',neu,,,,,
1757, @Tofitom @Sugar_Sue83 هههههههههههههه حبيبي انا اقدر علي زعلك والله مقدر ',pos,,,,,
1759, اڤاتار منار حلوه فعلاً والايموشن بتاعها ده معبر اوي ✋ ',pos,,,,,
1760, الدونيا سيرك و مسرحيه و ناس كتير عينيها عليا :( ',neg,,,,,
1763, ينشبك حلمك بحلمي. ',neu,,,,,
1764, @princesshoba49 @Nehal_DL @bayan94937472 @oshahappy هاتووولي رقم دعاء حااااااااالا لازم تاخدوا نصيبكوا #LaithAbuJoda #DoaaElSebaii ',neu,,,,,
1766, الناس الى روحنا تشبه روحهم &lt;3 ',pos,,,,,
1767, مش لازم كل القريبين منك يعرفوا كل كبيرة وصغيرة عنك في حاجات لازم تحتفظ بيها لنفسك بس. ',neu,,,,,
1769, بتصعب عليا الناس الي عندي الي ف كليه الي مش فاهمين حاجه ف المزيكا وبيعدوا وبيعشوا حياتهم عشان يبقوا مدرسين موسيقي ف الاخر ',neg,,,,,
1770, #بتمنى_ب2015 نعرف قيمة بلدنا ',pos,,,,,
1771, كلنا هذا الشخص المتنيل على عينه ... #prt ',neg,,,,,
1774, @alaghaarts9  الله يكثر من أمثالك ',pos,,,,,
1775, @Marwa_Maroosh @oshahappy @bayan94937472 @princesshoba49 @Nehal_DL يا حبيبتشي يا مروة #LaithAbuJoda #DoaaElSebaii ',pos,,,,,
1776," ""عيوبنا مش بنخبيها\""""\""""\""""\""""غلاططنه و بنفتخر بيه مش مكسوفين ولاندمنين عيشت الحرام سايقين فيها.! '",neg,,,,,
1777, @youm7 ايد ه تقيله معلش ',neg,,,,,
1779, @a7bk_7eell   موحرام عليك الحين وين اللآقي جبهتي بالله ',neg,,,,,
1780, الحب لا يعرف سن ولا ملة ولا زمن ولا ظروف الحب مساحة شاسعه خارج حدود المنطق ! ',pos,,,,,
1783, #لو_سانتا_كلوز_مصري كان هيجيب هدايا رخيصة للفقرا ويجامل بالهدايا الغالية اﻻغنياء ',neg,,,,,
1784, ياجدعان المحاسبة دى بنت وسخة والله ',neg,,,,,
1785, عااااااااااااااااااا فيلمى من  اجل امراة ',neu,,,,,
1787, @godymohmed نفسى مره واحده اشوف الريتويت قد الفيفوريت نفسى يااارب يسمعوا الكلام  شيرين يحيى  #ShereenYehia ',neu,,,,,
1788," """"""خل المشاعر تنام وبالها خالي ، محدٍ سواك انت .. ضحكها و بكاها  لحالي ووقتي الحالي مهو حالي  والذكريات الثقيلة .. كيف بنساها !"""""""" '",pos,,,,,
1789, انتوا ازاى قدرتوا تحدوا من النسل فى البلد المهم العميد دا رد عليه بيقوله احنا نقصنا بنسبه 300 مليون نسمه فى خلاص 3 سنوات الاخ... ',neg,,,,,
1790, فلا تحْسبي أني على البُعدِ نادمٌ ولا القلبُ في نار الغرام معذَّبُ وقد قلتُ إنِّي قد سلوتُ عَن الهوى ومَنْ كان مثلي لا يقولُ ويكْذبُ ',neg,,,,,
1793, لقد هرمنا من اجل هذه اللحظه .. هنسقط يا موزه :D :D @MazinSharkawi ',neg,,,,,
1795, @youm7 هذا الفاشل تخرج بنظام التحسين اختراعك ',neg,,,,,
1796, بحلم بيك أنا بحلم بيك تارارا را رام ',pos,,,,,
1798, @EskandarAdam طبعاااااا ♥ ',pos,,,,,
1799, * صوت صرصور الحقل * ',neu,,,,,
1802, المشكلة مش بس في اني علق لا الموضوع تتطور وبقيت بوهم نفسي اني هانتفض وهاخلص مذاكرة قبل الامتحان وهانجح كمان.كسم خيالي الواسع ياعني ',neg,,,,,
1804, آمبارح كنت بقول لو آفترقنا طول حياتي دي نهايتها .. وآنهارده بقيت بقول موش عايز حد قدامي يجيب سيرتها .. ',neg,,,,,
1805, كُـنت نفسـك .. تبـني دُنـيااا .. طعـم تااني و حـاجة تـانية ',pos,,,,,
1806, لو فعلا عايز تبدأ صفحة جديدة ف حياتك لازم تبطل تقرا في الصفحة القديمة ',neu,,,,,
1807, صباح الخير على كل الموجودين فيه حد ندردش معاه او معاها ',pos,,,,,
1808," """"""فَلِيطمَئن قلبك، انك بيَن عينايِ وَداخلي ❤️"""""""" '",pos,,,,,
1810, ثم اني اتوه اذا نظرتُ لعينيك رغماً عن ثباتي.♡ ',pos,,,,,
1811, @Dinaelhamaqy  كل واحد غنى اغنيه وهى ما غنتش اغنيتها بس طبعا كانت كيوت هى ومينا وشيرين بس الحقينى بالينك تاهه منى #DoaaElSebaii دعاء السباعي ',pos,,,,,
1813, @youm7 عار ان نجد هذا التدني المطلوب سرعة التحقيق ولوثبت ادانه يكون الفصل ',neg,,,,,
1814, هوا مفيش حد صاحى غيرى انا ولا ايه ',neu,,,,,
1816, أللهم إغفر لنا ولجميع أمة المسلمين واشفي مرضانا ومرضى جميع المسلمين وانصر أهلنا في الشام وفلسطين والعراق واليمن وسائر بﻻد المسلمين ',pos,,,,,
1817, @AbuEla7NaF اومال لونها فاتح كده ليه السكر مفتحها ياعم حاطط معلقة سكر او اكتر ',neu,,,,,
1818, كلمه واحده .. يوم واحد .. تصرف واحد .. صدفه واحده .. ممكن تغيرك كتير ..!! ',neu,,,,,
1819, ماده لما تحتاجها مش هتلاقيها ... ',neg,,,,,
1820, @EskandarAdam و اغانى تانيه بس مش فاكرة حاجة غير دلوقتى :D ',neu,,,,,
1821, للأبد بكذب وبحكي بكره بصحى الصبح بكير بدرس ',neg,,,,,
1822, @double_fake123 يا بت ميتين اللبوة .. ابعتيلى رقمك دى ام ',neg,,,,,
1823, من احبك بصدق .. ابعد عنك كل ما يجرحك ❤️ ',pos,,,,,
1825," """"""\""""@EakotSs: ولا تكونوا كالذين نسوا الله فـ أنساهم   انفسهم ، استغفر الله العظيم واتوب اليه .\"""""""""""" '",neu,,,,,
1826," """"""كل شيء تحب أن تحصل عليه يجب عليك أن تدفع ثمنه ، والثمن هو دائماً العمل ، الصبر ، الحب ، التضحية في سبيل تحقيقه ."""""""" '",neu,,,,,
1827, ناس هتصحى وناس هتنام ',neu,,,,,
1828, @Sokkaw القصة مسليه فشخ ',pos,,,,,
1829, @mostafaemam_7 @MelBanna_ يا ديني ع الضييييييييييحك  هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه ',pos,,,,,
1830, #الوطن   علاء الغطريفى يكتب: عن التعذيب أتحدث..!!  http://t.co/c5QK1KvMNf ',neu,,,,,
1832, همس الكلام واصل :)) ',pos,,,,,
1833, @Azkrona هههههههههههههههههه معلش انا هخلكى تكلمى زى الحمار كده وزى الغله لى بتشجعهاا مش هرد عليكى عشان انتى محروق دمك يعنى ههههههههههههههه ',neg,,,,,
1834, بسرعه الي من تبوك تجي ',neu,,,,,
1837, لما تتحقق أحلامك ماتنساش تدفع ديونك القديمة ',neu,,,,,
1839, سلمي صاحية بتهيب ايه ؟؟؟؟؟؟؟؟ ',neg,,,,,
1840, اللهم أغننا بحلالك عن حرامك وبفضلك عمن سواك ',pos,,,,,
1844, سكايب كول مع ظاظا تلت ساعات ونص عشان نخلص سكشن تمانية prolog وهنام وش الصبح  #قحة #prologo  #paractical http://t.co/Jygnp4jxXR ',neg,,,,,
1846," """"""حابب تعبى لانه عشانك ، راضية بغلبى لانه معاك ♥"""""""" '",pos,,,,,
1847, “@ksa__job: فنيه تمريض بخميس مشيط ابي بديله لمنطقه تبوك #وظائف #توظيف http://t.co/ThOXeRv8Ps” ',neu,,,,,
1848," """"""ركعتين لله في هذا الوقت ، لعل ربي يستجب دعائكم"""""""" '",pos,,,,,
1849, يااارب انا امنيةي حياتى ابقى #مشهوور والناس تتصور معايا #يااارب فرحه من عندك ',pos,,,,,
1851, @mosarqah ههههههه ربي يسعدك ',pos,,,,,
1853, @syria_al_asad ياريت بني زيد كلها تنباد حاج تعبنا ',neg,,,,,
1854, @emoo_wahba  ايوه بقى يا سلام على الكلام ',pos,,,,,
1855, @RaNa_Z1911 ولا بيفرق اي حد الكاميرات عليه بيتكلم ويقول ويعيد ويرجع يكدب والاعلام لمؤاخذه بيعرض عليه :/ ',neg,,,,,
1856, حضرتك شايف 2015 هتبقي ازاي ؟!  انا : http://t.co/A85012kbHU ',neu,,,,,
1857, (حَافِظُوا عَلَى الصَّلَوَاتِ وَالصَّلَاةِ الْوُسْطَىٰ وَقُومُوا لِلَّهِ قَانِتِينَ) [سورة البقرة : 238] ',neu,,,,,
1860, @Azkrona @hhe600 @nourtoumi9944 @7moodyx3 احسن من البغله هى وامهاا لى مش عارفه تربيهاا كويس ',neg,,,,,
1861, @Dinaelhamaqy هههههههههههههههههههه مسخره هههههههه موتنى ضحك ',pos,,,,,
1862, @shereen_hussen تسلملي يا شيري انتي الاحسن يا جميله وان شاء الله سنة سعيده علينا جميعا ❤❤ ',pos,,,,,
1863, عملتلي ريتويت اذاً هي جميله *.* ',pos,,,,,
1864," """"""@zeiadzaf1 الحب الحب، الشوق الشوق"""""""" '",pos,,,,,
1865, القضاه عاوزين يتعالجوا  و يتفسحوا من جيوب المواطنين .. اخص على شرفكم ',neg,,,,,
1867, @Azkrona @hhe600 @nourtoumi9944 @7moodyx3 @mero74092116 بلطجية هههههه طب خدى بلطجية ف ايدك وعلى اقرب اسم شرطة وقدمى بلاغ يامعفنة ههههههههههه ',neg,,,,,
1868, @m_alsanusi فيلم مسدسات شكله ',neu,,,,,
1869, @ww52227 @toot___11 الرسول الاكرم محمد صلى الله عليه وسلم سؤل عن سبب صيام يوم الاثنين فقال يوم ولدت فيه فكان يعظم يوم ولادته بالصيام لله ',neu,,,,,
1871, صبح.الورد.لكل.موجدين ',pos,,,,,
1872, @11h_n @Jifri_lovers @alnrjseygmailco @ahmed_mfarg ابدا التصوف الحق هو العمل بطاعة الله مع العلم وهو الاسلام بعينه ',pos,,,,,
1874, @ThMido باك ',neu,,,,,
1875," """"""@Mobily1100   صباح الخير ، ممكن استفسار عن مشكلة با اتصال الانترنت .. ارجو اضافتي ل ارسال الاستفسار على الخاص . ودمتم ☀️"""""""" '",neu,,,,,
1876," """"""\""""@MustafaHosny: يـا رب اعطنا من الخشية ما نبكي به على ذنوبنا، ومن الثقة بك ما نواجه به صعاب الدنيا مبتسمين\""""  ♥"""""""" '",pos,,,,,
1878, @fofofrolh1 بوركتم ',pos,,,,,
1879, @meet_otaku_otak ارجو ان نستمتع بمتابعت بعضنا http://t.co/y3BNJAy2s8 ',pos,,,,,
1883, @Azkrona @mero74092116 @hhe600 @nourtoumi9944 @7moodyx3 انتى يابت حافظة مش فاهمة معندكيش غير الجرجير يابت خافى على نفسك احنا المصرييين بردوا ',neg,,,,,
1885, @Azkrona @xxxxsmsm @hhe600 @nourtoumi9944 @7moodyx3 احسن من الدعاره برده لمو بنتكم من ع الرجاله الاول و بعدين اتكلمو احنا اشرف ناس ',neg,,,,,
1886, @ouamustafa2  فعلا ماحدى بيسلم من الخنائة كل يوم هههههه ',neg,,,,,
1889," ""\"""" ﷽  ﴿ قُلْ هُوَ اللَّهُ أَحَدٌ ۝ اللَّهُ الصَّمَدُ ۝ لَمْ يَلِدْ وَلَمْ يُولَدْ ۝ وَلَمْ يَكُنْ لَهُ كُفُوًا أَحَدٌ ۝” '",neu,,,,,
1890," """"""\""""فضل سورة الإخلاص   عن أبي سعيد الخدري  أن النبيﷺ قال في : قل هو الله أحد : &lt;&lt; والذي نفسي بيده ، إنها لتعدل ثلث القرآن)رواه البخاري\"""""""""""" '",neu,,,,,
1892, @11h_n @Jifri_lovers @alnrjseygmailco @ahmed_mfargفي زمن الصحابة من هو آثر الفقر    الطاعة لله على ان يسال الناس الحاجة مع العلم والعمل ',neu,,,,,
1893, @hhe600 @Azkrona @mero74092116 @nourtoumi9944 @7moodyx3 سيبك منها ياسوما يالا نروح ننام وسيبيها تنبح زى الكلبة ',neg,,,,,
1894, @11h_n @Jifri_lovers @alnrjseygmailco @ahmed_mfarg كثير من الصحابة والتابعين كانوا متصوفبن اي زاهدين تاركن اهواء الدنيا للاخرة الباقبة ',neu,,,,,
1896, الجو مش ساقعه الجو تلج انا مش حاسه بجسمي كله من كتر التلج ! ',neg,,,,,
1898, @Azkrona @hhe600 @xxxxsmsm @nourtoumi9944 @7moodyx3 انتى مال امك انتى لى المفروض تمشى انا لى عمله التاق ده ',neg,,,,,
1901, تعبت بقى يا ربي  يومين مش بنام بسبب حتة لوجو ؟! ده انت ولا منك رسمة ولا منك كتابة اصلا يا لوجو يا #معفن ',neg,,,,,
1904," """"""صباح المطر،صباح الرضا بماقدار،صباح ابلون الزهر،صباح الفرح من الاخر..! http://t.co/O0haxJdY4q"""""""" '",pos,,,,,
1908, صباحكو بيضحك ',pos,,,,,
1910, @0548999h @ww52227 كما فعل سيدنا عثمان ابن عفان لما جمع المصحف بين الدفتين وامر بكتابته كان اول من نقطه سيدنا ابن يعمر #نور_الدنيا_هدي_محمد ',neu,,,,,
1911, @chuofufseee @omas1278 هاذه مكافئه في الدنيا  فكيف مكافئة الله بالآخره ',pos,,,,,
1914," """"""اَلْفَرَسُ مُعَدٌّ لِيَوْمِ الْحَرْبِ، أَمَّا النُّصْرَةُ فَمِنَ الرَّبِّ."""""""" '",neu,,,,,
1915, اعشق بكل جنان ',pos,,,,,
1916, أ ش ا:استشهاد عريف شرطة وإصابة آخر إثر قيام مجهولين يستقلان دراجة بخارية باطلاق النار عليهما بميدان سفنكس بالمهندسين #CBCeXtra ',neu,,,,,
1917, الا تستحق النفس بعد كل مرحلة تقطعها من الحياة أن نعيد النظر فيما أصابها من غنم أو غرم ؟ ',neu,,,,,
1920, @RadwaO0 صباح الجمال رضوى ',pos,,,,,
1922, صباح الورد جميعا @ مدينة الشيخ زايد http://t.co/dzhdZNYyzg ',pos,,,,,
1923, لاريجاني بعد عودته من جولته الإقليمية: هناك انسجام فكري واضح بين #سوريا و #العراق و #لبنان حيال القضايا المهمة في المنطقة ',neu,,,,,
1925, توكلناا على الله ..  يارب يامعين ',pos,,,,,
1926, @aaa1414_eee ايضاً يوجد مصلحة عامة لتنظيمكم في حال تحرير الطيار ستظهر مصلحة التنظيم في الايام القادمة لا تنسى تعاطف الشعب الاردني معكم ',pos,,,,,
1927," """"""لا تعطي أحد أكثر من حقه ،\"""""""""""" '",neu,,,,,
1930, @Dalia_yasser صباحك بيضحك بأذن الله ',pos,,,,,
1931, @GhassaniZein @ayoubiemma @ana_lolo123 @Gabriella_sabah @daywood صباح الفل ',pos,,,,,
1933, الجيش الباكستاني يعلن مقتل 23 مسلحا في غارات شنتها الطائرات الحربية #CBCeXtra ',neu,,,,,
1934," """"""الدنيا جميلة بمعانيها السامية ، جميلة بالقلوب الغاليه التي تبث فينا الأمل والتي تشعرنا دائما بالود والمحبةأسأل الله  تكون أيامكم كلها سعادة"""""""" '",pos,,,,,
